Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
273,2023-09-30,CUST273,Male,45,Beauty,3,300,900
274,2023-10-01,CUST274,Female,35,Home,4,400,1600
275,2023-10-02,CUST275,Male,50,Books,5,500,2500
276,2023-10-03,CUST276,Female,25,Electronics,1,100,100
277,2023-10-04,CUST277,Male,30,Clothing,2,200,400
278,2023-10-05,CUST278,Female,45,Beauty,3,300,900
279,2023-10-06,CUST279,Male,35,Home,4,400,1600
280,2023-10-07,CUST280,Female,50,Books,5,500,2500
281,2023-10-08,CUST281,Male,25,Electronics,1,100,100
282,2023-10-09,CUST282,Female,30,Clothing,2,200,400
283,2023-10-10,CUST283,Male,45,Beauty,3,300,900
284,2023-10-11,CUST284,Female,35,Home,4,400,1600
285,2023-10-12,CUST285,Male,50,Books,5,500,2500
286,2023-10-13,CUST286,Female,25,Electronics,1,100,100
287,2023-10-14,CUST287,Male,30,Clothing,2,200,400
288,2023-10-15,CUST288,Female,45,Beauty,3,300,900
289,2023-10-16,CUST289,Male,35,Home,4,400,1600
290,2023-10-17,CUST290,Female,50,Books,5,500,2500
291,2023-10-18,CUST291,Male,25,Electronics,1,100,100
292,2023-10-19,CUST292,Female,30,Clothing,2,200,400
293,2023-10-20,CUST293,Male,45,Beauty,3,300,900
294,2023-10-21,CUST294,Female,35,Home,4,400,1600
295,2023-10-22,CUST295,Male,50,Books,5,500,2500
296,2023-10-23,CUST296,Female,25,Electronics,1,100,100
297,2023-10-24,CUST297,Male,30,Clothing,2,200,400
298,2023-10-25,CUST298,Female,45,Beauty,3,300,900
299,2023-10-26,CUST299,Male,35,Home,4,400,1600
300,2023-10-27,CUST300,Female,50,Books,5,500,2500
301,2023-10-28,CUST301,Male,25,Electronics,1,100,100
302,2023-10-29,CUST302,Female,30,Clothing,2,200,400
303,2023-10-30,CUST303,Male,45,Beauty,3,300,900
304,2023-10-31,CUST304,Female,35,Home,4,400,1600
305,2023-11-01,CUST305,Male,50,Books,5,500,2500
306,2023-11-02,CUST306,Female,25,Electronics,1,100,100
307,2023-11-03,CUST307,Male,30,Clothing,2,200,400
308,2023-11-04,CUST308,Female,45,Beauty,3,300,900
309,2023-11-05,CUST309,Male,35,Home,4,400,1600
310,2023-11-06,CUST310,Female,50,Books,5,500,2500
311,2023-11-07,CUST311,Male,25,Electronics,1,100,100
312,2023-11-08,CUST312,Female,30,Clothing,2,200,400
313,2023-11-09,CUST313,Male,45,Beauty,3,300,900
314,2023-11-10,CUST314,Female,35,Home,4,400,1600
315,2023-11-11,CUST315,Male,50,Books,5,500,2500
316,2023-11-12,CUST316,Female,25,Electronics,1,100,100
317,2023-11-13,CUST317,Male,30,Clothing,2,200,400
318,2023-11-14,CUST318,Female,45,Beauty,3,300,900
319,2023-11-15,CUST319,Male,35,Home,4,400,1600
320,2023-11-16,CUST320,Female,50,Books,5,500,2500
321,2023-11-17,CUST321,Male,25,Electronics,1,100,100
322,2023-11-18,CUST322,Female,30,Clothing,2,200,400
323,2023-11-19,CUST323,Male,45,Beauty,3,300,900
324,2023-11-20,CUST324,Female,35,Home,4,400,1600
325,2023-11-21,CUST325,Male,50,Books,5,500,2500
326,2023-11-22,CUST326,Female,25,Electronics,1,100,100
327,2023-11-23,CUST327,Male,30,Clothing,2,200,400
328,2023-11-24,CUST328,Female,45,Beauty,3,300,900
329,2023-11-25,CUST329,Male,35,Home,4,400,1600
330,2023-11-26,CUST330,Female,50,Books,5,500,2500
331,2023-11-27,CUST331,Male,25,Electronics,1,100,100
332,2023-11-28,CUST332,Female,30,Clothing,2,200,400
333,2023-11-29,CUST333,Male,45,Beauty,3,300,900
334,2023-11-30,CUST334,Female,35,Home,4,400,1600
335,2023-12-01,CUST335,Male,50,Books,5,500,2500
336,2023-12-02,CUST336,Female,25,Electronics,1,100,100
337,2023-12-03,CUST337,Male,30,Clothing,2,200,400
338,2023-12-04,CUST338,Female,45,Beauty,3,300,900
339,2023-12-05,CUST339,Male,35,Home,4,400,1600
340,2023-12-06,CUST340,Female,50,Books,5,500,2500
341,2023-12-07,CUST341,Male,25,Electronics,1,100,100
342,2023-12-08,CUST342,Female,30,Clothing,2,200,400
343,2023-12-09,CUST343,Male,45,Beauty,3,300,900
344,2023-12-10,CUST344,Female,35,Home,4,400,1600
345,2023-12-11,CUST345,Male,50,Books,5,500,2500
346,2023-12-12,CUST346,Female,25,Electronics,1,100,100
347,2023-12-13,CUST347,Male,30,Clothing,2,200,400
348,2023-12-14,CUST348,Female,45,Beauty,3,300,900
349,2023-12-15,CUST349,Male,35,Home,4,400,1600
350,2023-12-16,CUST350,Female,50,Books,5,500,2500
351,2023-12-17,CUST351,Male,25,Electronics,1,100,100
352,2023-12-18,CUST352,Female,30,Clothing,2,200,400
353,2023-12-19,CUST353,Male,45,Beauty,3,300,900
354,2023-12-20,CUST354,Female,35,Home,4,400,1600
355,2023-12-21,CUST355,Male,50,Books,5,500,2500
356,2023-12-22,CUST356,Female,25,Electronics,1,100,100
357,2023-12-23,CUST357,Male,30,Clothing,2,200,400
358,2023-12-24,CUST358,Female,45,Beauty,3,300,900
359,2023-12-25,CUST359,Male,35,Home,4,400,1600
360,2023-12-26,CUST360,Female,50,Books,5,500,2500
361,2023-12-27,CUST361,Male,25,Electronics,1,100,100
362,2023-12-28,CUST362,Female,30,Clothing,2,200,400
363,2023-12-29,CUST363,Male,45,Beauty,3,300,900
364,2023-12-30,CUST364,Female,35,Home,4,400,1600
365,2023-12-31,CUST365,Male,50,Books,5,500,2500
366,2024-01-01,CUST366,Female,25,Electronics,1,100,100
367,2024-01-02,CUST367,Male,30,Clothing,2,200,400
368,2024-01-03,CUST368,Female,45,Beauty,3,300,900
369,2024-01-04,CUST369,Male,35,Home,4,400,1600
370,2024-01-05,CUST370,Female,50,Books,5,500,2500
371,2024-01-06,CUST371,Male,25,Electronics,1,100,100
372,2024-01-07,CUST372,Female,30,Clothing,2,200,400
373,2024-01-08,CUST373,Male,45,Beauty,3,300,900
374,2024-01-09,CUST374,Female,35,Home,4,400,1600
375,2024-01-10,CUST375,Male,50,Books,5,500,2500
376,2024-01-11,CUST376,Female,25,Electronics,1,100,100
377,2024-01-12,CUST377,Male,30,Clothing,2,200,400
378,2024-01-13,CUST378,Female,45,Beauty,3,300,900
379,2024-01-14,CUST379,Male,35,Home,4,400,1600
380,2024-01-15,CUST380,Female,50,Books,5,500,2500
381,2024-01-16,CUST381,Male,25,Electronics,1,100,100
382,2024-01-17,CUST382,Female,30,Clothing,2,200,400
383,2024-01-18,CUST383,Male,45,Beauty,3,300,900
384,2024-01-19,CUST384,Female,35,Home,4,400,1600
385,2024-01-20,CUST385,Male,50,Books,5,500,2500
386,2024-01-21,CUST386,Female,25,Electronics,1,100,100
387,2024-01-22,CUST387,Male,30,Clothing,2,200,400
388,2024-01-23,CUST388,Female,45,Beauty,3,300,900
389,2024-01-24,CUST389,Male,35,Home,4,400,1600
390,2024-01-25,CUST390,Female,50,Books,5,500,2500
391,2024-01-26,CUST391,Male,25,Electronics,1,100,100
392,2024-01-27,CUST392,Female,30,Clothing,2,200,400
393,2024-01-28,CUST393,Male,45,Beauty,3,300,900
394,2024-01-29,CUST394,Female,35,Home,4,400,1600
395,2024-01-30,CUST395,Male,50,Books,5,500,2500
396,2024-01-31,CUST396,Female,25,Electronics,1,100,100
397,2024-02-01,CUST397,Male,30,Clothing,2,200,400
398,2024-02-02,CUST398,Female,45,Beauty,3,300,900
399,2024-02-03,CUST399,Male,35,Home,4,400,1600
400,2024-02-04,CUST400,Female,50,Books,5,500,2500
401,2024-02-05,CUST401,Male,25,Electronics,1,100,100
402,2024-02-06,CUST402,Female,30,Clothing,2,200,400
403,2024-02-07,CUST403,Male,45,Beauty,3,300,900
404,2024-02-08,CUST404,Female,35,Home,4,400,1600
405,2024-02-09,CUST405,Male,50,Books,5,500,2500
406,2024-02-10,CUST406,Female,25,Electronics,1,100,100
407,2024-02-11,CUST407,Male,30,Clothing,2,200,400
408,2024-02-12,CUST408,Female,45,Beauty,3,300,900
409,2024-02-13,CUST409,Male,35,Home,4,400,1600
410,2024-02-14,CUST410,Female,50,Books,5,500,2500
411,2024-02-15,CUST411,Male,25,Electronics,1,100,100
412,2024-02-16,CUST412,Female,30,Clothing,2,200,400
413,2024-02-17,CUST413,Male,45,Beauty,3,300,900
414,2024-02-18,CUST414,Female,35,Home,4,400,1600
415,2024-02-19,CUST415,Male,50,Books,5,500,2500
416,2024-02-20,CUST416,Female,25,Electronics,1,100,100
417,2024-02-21,CUST417,Male,30,Clothing,2,200,400
418,2024-02-22,CUST418,Female,45,Beauty,3,300,900
419,2024-02-23,CUST419,Male,35,Home,4,400,1600
420,2024-02-24,CUST420,Female,50,Books,5,500,2500
421,2024-02-25,CUST421,Male,25,Electronics,1,100,100
422,2024-02-26,CUST422,Female,30,Clothing,2,200,400
423,2024-02-27,CUST423,Male,45,Beauty,3,300,900
424,2024-02-28,CUST424,Female,35,Home,4,400,1600
425,2024-02-29,CUST425,Male,50,Books,5,500,2500
426,2024-03-01,CUST426,Female,25,Electronics,1,100,100
427,2024-03-02,CUST427,Male,30,Clothing,2,200,400
428,2024-03-03,CUST428,Female,45,Beauty,3,300,900
429,2024-03-04,CUST429,Male,35,Home,4,400,1600
430,2024-03-05,CUST430,Female,50,Books,5,500,2500
431,2024-03-06,CUST431,Male,25,Electronics,1,100,100
432,2024-03-07,CUST432,Female,30,Clothing,2,200,400
433,2024-03-08,CUST433,Male,45,Beauty,3,300,900
434,2024-03-09,CUST434,Female,35,Home,4,400,1600
435,2024-03-10,CUST435,Male,50,Books,5,500,2500
436,2024-03-11,CUST436,Female,25,Electronics,1,100,100
437,2024-03-12,CUST437,Male,30,Clothing,2,200,400
438,2024-03-13,CUST438,Female,45,Beauty,3,300,900
439,2024-03-14,CUST439,Male,35,Home,4,400,1600
440,2024-03-15,CUST440,Female,50,Books,5,500,2500
441,2024-03-16,CUST441,Male,25,Electronics,1,100,100
442,2024-03-17,CUST442,Female,30,Clothing,2,200,400
443,2024-03-18,CUST443,Male,45,Beauty,3,300,900
444,2024-03-19,CUST444,Female,35,Home,4,400,1600
445,2024-03-20,CUST445,Male,50,Books,5,500,2500
446,2024-03-21,CUST446,Female,25,Electronics,1,100,100
447,2024-03-22,CUST447,Male,30,Clothing,2,200,400
448,2024-03-23,CUST448,Female,45,Beauty,3,300,900
449,2024-03-24,CUST449,Male,35,Home,4,400,1600
450,2024-03-25,CUST450,Female,50,Books,5,500,2500
451,2024-03-26,CUST451,Male,25,Electronics,1,100,100
452,2024-03-27,CUST452,Female,30,Clothing,2,200,400
453,2024-03-28,CUST453,Male,45,Beauty,3,300,900
454,2024-03-29,CUST454,Female,35,Home,4,400,1600
455,2024-03-30,CUST455,Male,50,Books,5,500,2500
456,2024-03-31,CUST456,Female,25,Electronics,1,100,100
457,2024-04-01,CUST457,Male,30,Clothing,2,200,400
458,2024-04-02,CUST458,Female,45,Beauty,3,300,900
459,2024-04-03,CUST459,Male,35,Home,4,400,1600
460,2024-04-04,CUST460,Female,50,Books,5,500,2500
461,2024-04-05,CUST461,Male,25,Electronics,1,100,100
462,2024-04-06,CUST462,Female,30,Clothing,2,200,400
463,2024-04-07,CUST463,Male,45,Beauty,3,300,900
464,2024-04-08,CUST464,Female,35,Home,4,400,1600
465,2024-04-09,CUST465,Male,50,Books,5,500,2500
466,2024-04-10,CUST466,Female,25,Electronics,1,100,100
467,2024-04-11,CUST467,Male,30,Clothing,2,200,400
468,2024-04-12,CUST468,Female,45,Beauty,3,300,900
469,2024-04-13,CUST469,Male,35,Home,4,400,1600
